WKT,fid,OBJECTID,OBJECT_ID,PIPENO,ORIGINALCO,PRESSURED,PRESSURER,MATERIAL,DIAMETERI,DIAMETERO,THICKNESS,LENGTH,TECHNICAL,STARTPOINT,ENDPOINTZ,PROFILEMAP,PLANCODE,DESIGNCODE,PROJECTCOD,SURVEYCODE,ANTICORROS,ORIGINALDA,INNERCODE,DATASOURCE,FROMLEVEL,SHAPE_LENG,DIAMETERPR,ENABLED,MANAGEREGI,REGION,UPDATETIME,MAPNAME,YEAR,SURVEYCO_1,MANAGERE_1,SHAPE_Le_1
"MULTILINESTRING ((116.495580483355 39.7600066942837,116.495582326973 39.7604785110395))","2187808",2188693,,"00720120504900433001","04120504902316",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,168,0,52.381,,28.84,28.78,,,,10-1156-L,"201205049",,"20160317144554",,实测,,,DN150,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,52.3810494845511
"MULTILINESTRING ((116.495582326973 39.7604785110395,116.495583605734 39.7605929105667))","2197472",2198358,,"00720120504900436001","04120504902315",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,168,0,12.701,,28.78,28.76,,,,10-1156-L,"201205049",,"20160317144554",,实测,,,DN150,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,12.7013118214359
"MULTILINESTRING ((116.495580126207 39.7599319240891,116.495671563626 39.7599324437019))","2187809",2188694,,"00720120504900432001","04120504902369",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,219,0,7.866,,28.82,28.82,,,,10-1156-L,"201205049",,"20160317144554",,实测,,,DN200,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,7.86563570243635
"MULTILINESTRING ((116.495582326973 39.7604785110395,116.495788476714 39.7604789396027))","2197471",2198357,,"00720120504900437001","04120504902461",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,114,0,17.733,,28.76,0,,,,10-1156-L,"201205049",,"20160317144554",,实测,,,DN100,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,17.7325766042969
"MULTILINESTRING ((116.495671563626 39.7599324437019,116.495734285143 39.7599328127018))","2192374",2193260,,"00720120504900443001","04120504902370",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,219,0,5.395,,28.82,28.8,,,,10-1156-L,"201205049",,"20160317144554",,实测,,,DN200,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,5.39545410463459
"MULTILINESTRING ((116.495734285143 39.7599328127018,116.496209299651 39.7599330997487))","2190233",2191119,,"00720120504900445001","04120504902389",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,168,0,40.86,,28.78,28.62,,,,10-1156-L,"201205049",,"20160317144554",,实测,,,DN150,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,40.8597771043133
"MULTILINESTRING ((116.495787561821 39.7603772031649,116.495788476714 39.7604789396027))","2189959",2190845,,"00720120504900446001","04120504901671",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,11.295,,0,0,,,,10-1156-L,"201205049",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,11.2951593613538
"MULTILINESTRING ((116.495787561821 39.7603772031649,116.495809360153 39.7603772023122))","2191793",2192679,,"00720120504900447001","04120504901670",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,1.875,,0,0,,,,10-1156-L,"201205049",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,1.87502666647585
"MULTILINESTRING ((116.495788476714 39.7604789396027,116.495878143259 39.7604774485836))","2191792",2192678,,"00720120504900448001","04120504901649",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,114,0,7.714,,0,0,,,,10-1156-L,"201205049",,"20160317144554",,实测,,,DN100,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,7.71399669384189
"MULTILINESTRING ((116.495809355342 39.7603749504452,116.495809360153 39.7603772023122))","2191786",2192672,,"00720120504900452001","04120504901669",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,0.25,,0,0,,,,10-1156-L,"201205049",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,0.25
"MULTILINESTRING ((116.495850510218 39.7603747787521,116.495850515031 39.7603770306191))","2191781",2192667,,"00720120504900456001","04120504901666",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,0.25,,0,0,,,,10-1156-L,"201205049",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,0.25
"MULTILINESTRING ((116.495850515031 39.7603770306191,116.495871441464 39.7603770513959))","2192983",2193869,,"00720120504900457001","04120504901667",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,1.8,,0,0,,,,10-1156-L,"201205049",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,1.80003999937
"MULTILINESTRING ((116.495871441464 39.7603770513959,116.495878143259 39.7604774485836))","2192980",2193866,,"00720120504900460001","04120504901668",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,11.163,,0,0,,,,10-1156-L,"201205049",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,11.1629550301373
"MULTILINESTRING ((116.495878143259 39.7604774485836,116.4959418997 39.7604777499871))","2192688",2193574,,"00720120504900461001","04120504901650",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,114,0,5.484,,0,0,,,,10-1156-L,"201205049",,"20160317144554",,实测,,,DN100,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,5.48436185914161
"MULTILINESTRING ((116.4959418997 39.7604777499871,116.495944218038 39.7603767116531))","2147153",2148024,,"00720120504900466001","04120504901665",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,11.218,,0,0,,,,10-1156-L,"201205049",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,11.2181183805701
"MULTILINESTRING ((116.495944218038 39.7603767116531,116.495965144068 39.760376552247))","2147151",2148022,,"00720120504900468001","04120504901664",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,1.8,,0,0,,,,10-1156-L,"201205049",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,1.80001777750955
"MULTILINESTRING ((116.4959418997 39.7604777499871,116.496036752318 39.7604767775307))","2147152",2148023,,"00720120504900467001","04120504901651",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,114,0,8.159,,0,0,,,,10-1156-L,"201205049",,"20160317144554",,实测,,,DN100,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,8.15925100728661
"MULTILINESTRING ((116.495965139252 39.76037430038,116.495965144068 39.760376552247))","2192321",2193207,,"00720120504900475001","04120504901663",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,0.25,,0,0,,,,10-1156-L,"201205049",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,0.25
"MULTILINESTRING ((116.496006294068 39.760374128577,116.496006298886 39.760376380444))","2194727",2195613,,"00720120504900478001","04120504901660",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,0.25,,0,0,,,,10-1156-L,"201205049",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,0.25
"MULTILINESTRING ((116.496006298886 39.760376380444,116.496027225501 39.7603765002472))","2194726",2195612,,"00720120504900479001","04120504901661",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,1.8,,0,0,,,,10-1156-L,"201205049",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,1.80014693826129
"MULTILINESTRING ((116.496027225501 39.7603765002472,116.496036752318 39.7604767775307))","2194723",2195609,,"00720120504900482001","04120504901662",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,11.166,,0,0,,,,10-1156-L,"201205049",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,11.1657677748683
"MULTILINESTRING ((116.496036752318 39.7604767775307,116.496103202348 39.7604754461528))","2194451",2195337,,"00720120504900485001","04120504901652",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,114,0,5.717,,0,0,,,,10-1156-L,"201205049",,"20160317144554",,实测,,,DN100,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,5.71719730286296
"MULTILINESTRING ((116.4961000135 39.760376115225,116.496103202348 39.7604754461528))","2157675",2158549,,"00720120504900490001","04120504901659",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,11.032,,0,0,,,,10-1156-L,"201205049",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,11.0319706772048
"MULTILINESTRING ((116.4961000135 39.760376115225,116.496120927758 39.7603759017671))","2157950",2158824,,"00720120504900491001","04120504901658",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,1.799,,0,0,,,,10-1156-L,"201205049",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,1.79905447353663
"MULTILINESTRING ((116.496103202348 39.7604754461528,116.496193693699 39.760473789069))","2157948",2158822,,"00720120504900493001","04120504901653",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,114,0,7.785,,0,0,,,,10-1156-L,"201205049",,"20160317144554",,实测,,,DN100,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,7.78529511322663
"MULTILINESTRING ((116.496120922937 39.7603736499002,116.496120927758 39.7603759017671))","2155309",2156182,,"00720120504900498001","04120504901657",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,0.25,,0,0,,,,10-1156-L,"201205049",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,0.25
"MULTILINESTRING ((116.496162077694 39.7603734779881,116.496162082517 39.7603757298551))","2145057",2145925,,"00720120504900500001","04120504901654",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,0.25,,0,0,,,,10-1156-L,"201205049",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,0.25
"MULTILINESTRING ((116.496162082517 39.7603757298551,116.496183009277 39.7603759306702))","2154758",2155631,,"00720120504900501001","04120504901655",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,1.8,,0,0,,,,10-1156-L,"201205049",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,1.80028442274533
"MULTILINESTRING ((116.496183009277 39.7603759306702,116.496193693699 39.760473789069))","2154757",2155630,,"00720120504900502001","04120504901656",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,10.906,,0,0,,,,10-1156-L,"201205049",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,10.9062808499465
"MULTILINESTRING ((116.496193693699 39.760473789069,116.496199506523 39.7604737647822))","2154746",2155619,,"00720120504900507001","04120504902462",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,114,0,0.5,,0,28.65,,,,10-1156-L,"201205049",,"20160317144554",,实测,,,DN100,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,0.5
"MULTILINESTRING ((116.496209299651 39.7599330997487,116.496383731167 39.7599332083571))","2158227",2159101,,"00720120504900510001","04120504902390",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,168,0,15.004,,28.62,28.6,,,,10-1156-L,"201205049",,"20160317144554",,实测,,,DN150,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,15.0042882200987
"MULTILINESTRING ((116.496383711047 39.7602381950892,116.496383713012 39.7602336913063))","2145548",2146416,,"00720120504900517001","04120504902449",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,168,0,0.5,,28.62,0,,,,10-1156-L,"201205049",,"20160317144554",,实测,,,DN150,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,0.500000999997465
"MULTILINESTRING ((116.496383713012 39.7602336913063,116.496383731167 39.7599332083571))","2145547",2146415,,"00720120504900518001","04120504902450",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,168,0,33.359,,0,28.6,,,,10-1156-L,"201205049",,"20160317144554",,实测,,,DN150,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,33.3590486967075
"MULTILINESTRING ((116.496383713012 39.7602336913063,116.496439609237 39.7602336467199))","2145546",2146414,,"00720120504900519001","04120504901572",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,114,0,4.808,,0,0,,,,10-1156-L,"201205049",,"20160317144554",,实测,,,DN100,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,4.80804586103865
"MULTILINESTRING ((116.496439609237 39.7602336467199,116.496440789451 39.760171435647))","2148671",2149542,,"00720120504900523001","04120504901575",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,6.907,,0,0,,,,10-1156-L,"201205049",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,6.90692442357514
"MULTILINESTRING ((116.496440789451 39.760171435647,116.496468677999 39.7601707605355))","2148655",2149526,,"00720120504900525001","04120504901574",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,2.4,,0,0,,,,10-1156-L,"201205049",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,2.39980103364972
"MULTILINESTRING ((116.496439609237 39.7602336467199,116.49653585808 39.7602335593717))","2148656",2149527,,"00720120504900524001","04120504901571",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,114,0,8.279,,0,0,,,,10-1156-L,"201205049",,"20160317144554",,实测,,,DN100,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,8.27907398213195
"MULTILINESTRING ((116.496468673166 39.7601685086682,116.496468677999 39.7601707605355))","2181093",2181976,,"00720120504900527001","04120504901573",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,0.25,,0,0,,,,10-1156-L,"201205049",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,0.25
"MULTILINESTRING ((116.496509827676 39.7601683365164,116.49650983251 39.7601705883836))","2146807",2147678,,"00720120504900534001","04120504901576",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,0.25,,0,0,,,,10-1156-L,"201205049",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,0.25
"MULTILINESTRING ((116.49650983251 39.7601705883836,116.496537723245 39.7601709400914))","2146806",2147677,,"00720120504900535001","04120504901577",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,2.4,,0,0,,,,10-1156-L,"201205049",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,2.39956350220462
"MULTILINESTRING ((116.49653585808 39.7602335593717,116.496537723245 39.7601709400914))","2147046",2147917,,"00720120504900537001","04120504901578",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,6.953,,0,0,,,,10-1156-L,"201205049",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,6.95312771290792
"MULTILINESTRING ((116.49653585808 39.7602335593717,116.496596695137 39.760233511982))","2147045",2147916,,"00720120504900538001","04120504901570",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,114,0,5.233,,0,0,,,,10-1156-L,"201205049",,"20160317144554",,实测,,,DN100,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,5.23305054438423
"MULTILINESTRING ((116.496596559702 39.7601704597022,116.496596695137 39.760233511982))","2147016",2147887,,"00720120504900543001","04120504901581",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,7,,0,0,,,,10-1156-L,"201205049",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,7
"MULTILINESTRING ((116.496596559702 39.7601704597022,116.496624460533 39.7601701087387))","2145926",2146794,,"00720120504900544001","04120504901580",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,2.4,,0,0,,,,10-1156-L,"201205049",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,2.4001408295798
"MULTILINESTRING ((116.496596695137 39.760233511982,116.496694687704 39.7602334260899))","2145925",2146793,,"00720120504900545001","04120504901569",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,114,0,8.429,,0,0,,,,10-1156-L,"201205049",,"20160317144554",,实测,,,DN100,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,8.42907687756705
"MULTILINESTRING ((116.496624455695 39.7601678568715,116.496624460533 39.7601701087387))","2145440",2146308,,"00720120504900547001","04120504901579",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,0.25,,0,0,,,,10-1156-L,"201205049",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,0.25
"MULTILINESTRING ((116.496665610149 39.7601676846133,116.496665614988 39.7601699364805))","2145909",2146777,,"00720120504900551001","04120504901582",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,0.25,,0,0,,,,10-1156-L,"201205049",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,0.25
"MULTILINESTRING ((116.496665614988 39.7601699364805,116.496693516461 39.7601698917391))","2158277",2159151,,"00720120504900552001","04120504901583",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,2.4,,0,0,,,,10-1156-L,"201205049",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,2.40001333274188
"MULTILINESTRING ((116.496693516461 39.7601698917391,116.496694687704 39.7602334260899))","2157998",2158872,,"00720120504900555001","04120504901584",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,7.055,,0,0,,,,10-1156-L,"201205049",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,7.05456143169744
"MULTILINESTRING ((116.496694687704 39.7602334260899,116.49675001411 39.7602333745931))","2157997",2158871,,"00720120504900556001","04120504901568",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,114,0,4.759,,0,0,,,,10-1156-L,"201205049",,"20160317144554",,实测,,,DN100,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,4.75904202506078
"MULTILINESTRING ((116.49675001411 39.7602333745931,116.49675234193 39.7601697445235))","2145862",2146730,,"00720120504900561001","04120504901587",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,7.066,,0,0,,,,10-1156-L,"201205049",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,7.06618093372403
"MULTILINESTRING ((116.49675234193 39.7601697445235,116.496780242859 39.7601694565406))","2145858",2146726,,"00720120504900563001","04120504901586",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,2.4,,0,0,,,,10-1156-L,"201205049",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,2.40007520660611
"MULTILINESTRING ((116.49675001411 39.7602333745931,116.496849448138 39.7602332914225))","2145861",2146729,,"00720120504900562001","04120504901567",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,114,0,8.553,,0,0,,,,10-1156-L,"201205049",,"20160317144554",,实测,,,DN100,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,8.55308003033181
"MULTILINESTRING ((116.496780238016 39.7601672046734,116.496780242859 39.7601694565406))","2158262",2159136,,"00720120504900566001","04120504901585",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,0.25,,0,0,,,,10-1156-L,"201205049",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,0.25
"MULTILINESTRING ((116.496821392416 39.7601670323097,116.496821397261 39.7601692841768))","2177838",2178721,,"00720120504900572001","04120504901588",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,0.25,,0,0,,,,10-1156-L,"201205049",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,0.25
"MULTILINESTRING ((116.496821397261 39.7601692841768,116.496849298697 39.760169239364))","2177837",2178720,,"00720120504900573001","04120504901589",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,2.4,,0,0,,,,10-1156-L,"201205049",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,2.40001333367319
"MULTILINESTRING ((116.496849298697 39.760169239364,116.496849448138 39.7602332914225))","2146169",2147040,,"00720120504900577001","04120504901590",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,7.111,,0,0,,,,10-1156-L,"201205049",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,7.11100006988149
"MULTILINESTRING ((116.496849448138 39.7602332914225,116.49696840149 39.760233189341))","2146399",2147270,,"00720120504900578001","04120504902448",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,114,0,10.232,,0,28.48,,,,10-1156-L,"201205049",,"20160317144554",,实测,,,DN100,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,10.2320946045654
"MULTILINESTRING ((116.493584731408 39.7602005764152,116.493609134205 39.7602004755996))","2246550",2247450,,"00720120504900235001","04120504901904",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,2.099,,0,0,,,,10-1156-L,"201205049",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,2.09900000039488
"MULTILINESTRING ((116.493581639676 39.7602782883088,116.493679983823 39.7602780981357))","2246551",2247451,,"00720120504900234001","04120504901898",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,114,0,8.459,,0,0,,,,10-1156-L,"201205049",,"20160317144554",,实测,,,DN100,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,8.45903404630852
"MULTILINESTRING ((116.493581639676 39.7602782883088,116.493584731408 39.7602005764152))","2246552",2247452,,"00720120504900233001","04120504901905",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,8.631,,0,0,,,,10-1156-L,"201205049",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,8.6305432043674
"MULTILINESTRING ((116.493679983823 39.7602780981357,116.493681658106 39.7602008785023))","2246960",2247860,,"00720120504900247001","04120504901902",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,8.573,,0,0,,,,10-1156-L,"201205049",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,8.5734560132232
"MULTILINESTRING ((116.493650289931 39.7602003055466,116.493681658106 39.7602008785023))","2246963",2247863,,"00720120504900244001","04120504901901",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,2.699,,0,0,,,,10-1156-L,"201205049",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,2.69912726620969
"MULTILINESTRING ((116.493650285189 39.7601980536787,116.493650289931 39.7602003055466))","2246964",2247864,,"00720120504900243001","04120504901900",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,0.25,,0,0,,,,10-1156-L,"201205049",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,0.25
"MULTILINESTRING ((116.493609129465 39.7601982237317,116.493609134205 39.7602004755996))","2246973",2247873,,"00720120504900241001","04120504901903",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,0.25,,0,0,,,,10-1156-L,"201205049",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,0.25
"MULTILINESTRING ((116.493849153158 39.760277768014,116.493854966219 39.7602777980156))","2240507",2241407,,"00720120504900275001","04120504902505",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,114,0,0.5,,29.426,29.38,,,,10-1156-L,"201205049",,"20160317144554",,实测,,,DN100,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,0.500035998715894
"MULTILINESTRING ((116.493736305289 39.7601922035393,116.493738706577 39.7602779815134))","2249678",2250578,,"00720120504900255001","04120504901342",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,9.526,,29.426,29.426,,,,10-1156-L,"201205049",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,9.52591502188598
"MULTILINESTRING ((116.493819439895 39.7601963635729,116.49385120828 39.7602048163787))","2250189",2251089,,"00720120504900271001","04120504902283",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,2.893,,0,29.426,,,,10-1156-L,"201205049",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,2.89250237644972
"MULTILINESTRING ((116.493819430401 39.7601918598373,116.493819439895 39.7601963635729))","2250190",2251090,,"00720120504900270001","04120504901899",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,0.5,,0,0,,,,10-1156-L,"201205049",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,0.5
"MULTILINESTRING ((116.493738706577 39.7602779815134,116.493849153158 39.760277768014))","2250193",2251093,,"00720120504900259001","04120504901340",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,114,0,9.5,,29.426,29.426,,,,10-1156-L,"201205049",,"20160317144554",,实测,,,DN100,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,9.50003836834027
"MULTILINESTRING ((116.492913606776 39.7604122115897,116.492913611494 39.7604144634573))","2250336",2251236,,"00720120504900149001","04120504901378",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,0.25,,0,0,,,,10-1156-L,"201205049",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,0.25
"MULTILINESTRING ((116.492890359395 39.760414559206,116.492913611494 39.7604144634573))","2250346",2251246,,"00720120504900146001","04120504901379",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,2,,0,0,,,,10-1156-L,"201205049",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,2
