WKT,fid,OBJECTID,ECODE,FROMFILE,IMPORTDATE,MAPID,X,Y,MANAGEREGI,PIPENO,PRESSURED,PRESSURER
"MULTIPOINT ((116.492089574413 39.7599476479462))","421270",421270,N54R332A012,,,"23322",511583.679,288085.723,四分运行维护一所,"02420120504952011001",低压 P<=0.01MPa,低压 P<=0.01MPa
"MULTIPOINT ((116.492203044994 39.7599471824039))","421268",421268,N54R332A014,,,"23322",511593.439,288085.723,四分运行维护一所,"02420120504952013001",低压 P<=0.01MPa,低压 P<=0.01MPa
"MULTIPOINT ((116.492244201289 39.7599470134851))","421266",421266,N54R332A016,,,"23322",511596.979,288085.723,四分运行维护一所,"02420120504952015001",低压 P<=0.01MPa,低压 P<=0.01MPa
"MULTIPOINT ((116.492284780118 39.7606509670146))","421265",421265,N54R332A017,,,"23322",511600.343,288163.893,四分运行维护一所,"02420120504952016001",低压 P<=0.01MPa,低压 P<=0.01MPa
"MULTIPOINT ((116.492325936787 39.7606507980263))","421264",421264,N54R332A018,,,"23322",511603.883,288163.893,四分运行维护一所,"02420120504952017001",低压 P<=0.01MPa,低压 P<=0.01MPa
"MULTIPOINT ((116.492357671638 39.759946547589))","421263",421263,N54R332A019,,,"23322",511606.739,288085.723,四分运行维护一所,"02420120504952018001",低压 P<=0.01MPa,低压 P<=0.01MPa
"MULTIPOINT ((116.49239882785 39.7599463785423))","421262",421262,N54R332A020,,,"23322",511610.279,288085.723,四分运行维护一所,"02420120504952019001",低压 P<=0.01MPa,低压 P<=0.01MPa
"MULTIPOINT ((116.492439408165 39.7606503319391))","424360",424360,N54R332A021,,,"23322",511613.643,288163.893,四分运行维护一所,"02420120504952020001",低压 P<=0.01MPa,低压 P<=0.01MPa
"MULTIPOINT ((116.492480564751 39.7606501628234))","424359",424359,N54R332A022,,,"23322",511617.183,288163.893,四分运行维护一所,"02420120504952021001",低压 P<=0.01MPa,低压 P<=0.01MPa
"MULTIPOINT ((116.495809356506 39.7603749513411))","424834",424834,N54R332A108,,,"23322",511903.556,288134.87,四分运行维护一所,"02420120504952099001",低压 P<=0.01MPa,低压 P<=0.01MPa
"MULTIPOINT ((116.495816457319 39.759508665497))","423508",423508,N54R332A109,,,"23322",511904.326,288038.7,四分运行维护一所,"02420120504952100001",低压 P<=0.01MPa,低压 P<=0.01MPa
"MULTIPOINT ((116.495823440094 39.7610790124427))","423493",423493,N54R332A110,,,"23322",511904.638,288213.04,四分运行维护一所,"02420120504952129001",低压 P<=0.01MPa,低压 P<=0.01MPa
"MULTIPOINT ((116.495850511382 39.760374779648))","423507",423507,N54R332A111,,,"23322",511907.096,288134.87,四分运行维护一所,"02420120504952101001",低压 P<=0.01MPa,低压 P<=0.01MPa
"MULTIPOINT ((116.495865757961 39.7610788358868))","423506",423506,N54R332A112,,,"23322",511908.278,288213.04,四分运行维护一所,"02420120504952102001",低压 P<=0.01MPa,低压 P<=0.01MPa
"MULTIPOINT ((116.495896987318 39.7595083294987))","423505",423505,N54R332A113,,,"23322",511911.253,288038.7,四分运行维护一所,"02420120504952103001",低压 P<=0.01MPa,低压 P<=0.01MPa
"MULTIPOINT ((116.495979225564 39.7610783623329))","423503",423503,N54R332A115,,,"23322",511918.038,288213.04,四分运行维护一所,"02420120504952105001",低压 P<=0.01MPa,低压 P<=0.01MPa
"MULTIPOINT ((116.495965140416 39.7603743012759))","423504",423504,N54R332A114,,,"23322",511916.956,288134.87,四分运行维护一所,"02420120504952104001",低压 P<=0.01MPa,低压 P<=0.01MPa
"MULTIPOINT ((116.495985620364 39.7595134541712))","423082",423082,N54R332A116,,,"23322",511918.876,288039.31,四分运行维护一所,"02420120504952106001",低压 P<=0.01MPa,低压 P<=0.01MPa
"MULTIPOINT ((116.496006295232 39.760374129473))","423081",423081,N54R332A117,,,"23322",511920.496,288134.87,四分运行维护一所,"02420120504952107001",低压 P<=0.01MPa,低压 P<=0.01MPa
"MULTIPOINT ((116.496021543369 39.7610781856642))","423080",423080,N54R332A118,,,"23322",511921.678,288213.04,四分运行维护一所,"02420120504952108001",低压 P<=0.01MPa,低压 P<=0.01MPa
"MULTIPOINT ((116.496026774662 39.7595132823561))","423079",423079,N54R332A119,,,"23322",511922.416,288039.31,四分运行维护一所,"02420120504952109001",低压 P<=0.01MPa,低压 P<=0.01MPa
"MULTIPOINT ((116.496103179347 39.7610723501619))","422616",422616,N54R332A120,,,"23322",511928.701,288212.43,四分运行维护一所,"02420120504952130001",低压 P<=0.01MPa,低压 P<=0.01MPa
"MULTIPOINT ((116.496120924101 39.7603736507961))","420837",420837,N54R332A121,,,"23322",511930.356,288134.87,四分运行维护一所,"02420120504952110001",低压 P<=0.01MPa,低压 P<=0.01MPa
"MULTIPOINT ((116.496141402088 39.7595128036457))","422614",422614,N54R332A122,,,"23322",511932.276,288039.31,四分运行维护一所,"02420120504952132001",低压 P<=0.01MPa,低压 P<=0.01MPa
"MULTIPOINT ((116.496162078859 39.7603734788841))","420836",420836,N54R332A123,,,"23322",511933.896,288134.87,四分运行维护一所,"02420120504952111001",低压 P<=0.01MPa,低压 P<=0.01MPa
"MULTIPOINT ((116.496182556327 39.7595126317217))","420835",420835,N54R332A124,,,"23322",511935.816,288039.31,四分运行维护一所,"02420120504952112001",低压 P<=0.01MPa,低压 P<=0.01MPa
"MULTIPOINT ((116.496189523823 39.7610719894757))","420834",420834,N54R332A125,,,"23322",511936.128,288212.43,四分运行维护一所,"02420120504952113001",低压 P<=0.01MPa,低压 P<=0.01MPa
"MULTIPOINT ((116.496264783232 39.7595067935202))","420833",420833,N54R332A126,,,"23322",511942.89,288038.7,四分运行维护一所,"02420120504952114001",低压 P<=0.01MPa,低压 P<=0.01MPa
"MULTIPOINT ((116.496351695284 39.7595064302256))","420832",420832,N54R332A127,,,"23322",511950.366,288038.7,四分运行维护一所,"02420120504952115001",低压 P<=0.01MPa,低压 P<=0.01MPa
"MULTIPOINT ((116.496468674331 39.7601685095641))","420831",420831,N54R332A128,,,"23322",511960.306,288112.257,四分运行维护一所,"02420120504952116001",低压 P<=0.01MPa,低压 P<=0.01MPa
"MULTIPOINT ((116.49650982884 39.7601683374122))","420830",420830,N54R332A129,,,"23322",511963.846,288112.257,四分运行维护一所,"02420120504952117001",低压 P<=0.01MPa,低压 P<=0.01MPa
"MULTIPOINT ((116.496512359439 39.7608814002913))","420829",420829,N54R332A130,,,"23322",511963.932,288191.421,四分运行维护一所,"02420120504952118001",低压 P<=0.01MPa,低压 P<=0.01MPa
"MULTIPOINT ((116.496553514356 39.7608812281077))","420828",420828,N54R332A131,,,"23322",511967.472,288191.421,四分运行维护一所,"02420120504952119001",低压 P<=0.01MPa,低压 P<=0.01MPa
"MULTIPOINT ((116.49662445686 39.7601678577674))","423928",423928,N54R332A132,,,"23322",511973.706,288112.257,四分运行维护一所,"02420120504952120001",低压 P<=0.01MPa,低压 P<=0.01MPa
"MULTIPOINT ((116.496665611314 39.7601676855092))","423927",423927,N54R332A133,,,"23322",511977.246,288112.257,四分运行维护一所,"02420120504952121001",低压 P<=0.01MPa,低压 P<=0.01MPa
"MULTIPOINT ((116.49666814351 39.7608807483746))","423926",423926,N54R332A134,,,"23322",511977.332,288191.421,四分运行维护一所,"02420120504952122001",低压 P<=0.01MPa,低压 P<=0.01MPa
"MULTIPOINT ((116.496709298372 39.7608805760848))","423925",423925,N54R332A135,,,"23322",511980.872,288191.421,四分运行维护一所,"02420120504952123001",低压 P<=0.01MPa,低压 P<=0.01MPa
"MULTIPOINT ((116.496780239181 39.7601672055693))","423924",423924,N54R332A136,,,"23322",511987.106,288112.257,四分运行维护一所,"02420120504952124001",低压 P<=0.01MPa,低压 P<=0.01MPa
"MULTIPOINT ((116.496823927374 39.7608800960574))","423922",423922,N54R332A138,,,"23322",511990.732,288191.421,四分运行维护一所,"02420120504952126001",低压 P<=0.01MPa,低压 P<=0.01MPa
"MULTIPOINT ((116.496821393581 39.7601670332055))","423923",423923,N54R332A137,,,"23322",511990.646,288112.257,四分运行维护一所,"02420120504952125001",低压 P<=0.01MPa,低压 P<=0.01MPa
"MULTIPOINT ((116.496865082182 39.7608799236623))","423921",423921,N54R332A139,,,"23322",511994.272,288191.421,四分运行维护一所,"02420120504952127001",低压 P<=0.01MPa,低压 P<=0.01MPa
"MULTIPOINT ((116.496943488221 39.7596934261644))","394678",394678,N54R332A140,,,"23323",512001.236,288059.735,四分运行维护一所,"02420120504952137001",低压 P<=0.01MPa,低压 P<=0.01MPa
"MULTIPOINT ((116.496984642285 39.7596932536922))","394676",394676,N54R332A142,,,"23323",512004.776,288059.735,四分运行维护一所,"02420120504952139001",低压 P<=0.01MPa,低压 P<=0.01MPa
"MULTIPOINT ((116.496979709872 39.7608794424469))","394677",394677,N54R332A141,,,"23323",512004.132,288191.421,四分运行维护一所,"02420120504952138001",低压 P<=0.01MPa,低压 P<=0.01MPa
"MULTIPOINT ((116.497020864627 39.7608792699473))","394675",394675,N54R332A143,,,"23323",512007.672,288191.421,四分运行维护一所,"02420120504952140001",低压 P<=0.01MPa,低压 P<=0.01MPa
"MULTIPOINT ((116.497098106525 39.7596927780334))","394674",394674,N54R332A144,,,"23323",512014.536,288059.735,四分运行维护一所,"02420120504952141001",低压 P<=0.01MPa,低压 P<=0.01MPa
"MULTIPOINT ((116.497139260538 39.7596926054582))","394673",394673,N54R332A145,,,"23323",512018.076,288059.735,四分运行维护一所,"02420120504952142001",低压 P<=0.01MPa,低压 P<=0.01MPa
"MULTIPOINT ((116.497227993253 39.7603963535049))","394672",394672,N54R332A146,,,"23323",512025.578,288137.905,四分运行维护一所,"02420120504952143001",低压 P<=0.01MPa,低压 P<=0.01MPa
"MULTIPOINT ((116.497253887179 39.759692124639))","394671",394671,N54R332A147,,,"23323",512027.936,288059.735,四分运行维护一所,"02420120504952144001",低压 P<=0.01MPa,低压 P<=0.01MPa
"MULTIPOINT ((116.497269147641 39.7603961808419))","394670",394670,N54R332A148,,,"23323",512029.118,288137.905,四分运行维护一所,"02420120504952145001",低压 P<=0.01MPa,低压 P<=0.01MPa
"MULTIPOINT ((116.497361169003 39.7596282342391))","394669",394669,N54R332A149,,,"23323",512037.176,288052.692,四分运行维护一所,"02420120504952146001",低压 P<=0.01MPa,低压 P<=0.01MPa
"MULTIPOINT ((116.497372635443 39.7610998663731))","394668",394668,N54R332A150,,,"23323",512037.889,288216.075,四分运行维护一所,"02420120504952147001",低压 P<=0.01MPa,低压 P<=0.01MPa
"MULTIPOINT ((116.497382612775 39.760395704659))","394667",394667,N54R332A151,,,"23323",512038.878,288137.905,四分运行维护一所,"02420120504952148001",低压 P<=0.01MPa,低压 P<=0.01MPa
"MULTIPOINT ((116.497413790202 39.7610996936132))","385396",385396,N54R332A152,,,"23323",512041.429,288216.075,四分运行维护一所,"02420120504952156001",低压 P<=0.01MPa,低压 P<=0.01MPa
