WKT,fid,OBJECTID,NAME,SHAPE_Leng,SHAPE_Area,Press,type
"MULTIPOLYGON (((116.495924606541 39.7567382268768,116.495924823692 39.7567364839055,116.495937175715 39.7567366224129,116.49593734625 39.7567293886186,116.49592572198 39.7567292578831,116.49593734728 39.7567293264621,116.495937472048 39.7567208047755,116.496076333834 39.7567346668859,116.496076651275 39.7567347015905,116.496078625742 39.7567349437555,116.496080478262 39.7567260068102,116.496089694408 39.7567269708645,116.496104823847 39.7566424796759,116.496081793973 39.7566400699498,116.496068253272 39.7567156883423,116.495927548533 39.7567016411421,116.495805429296 39.7566894518047,116.495818741901 39.7566124841874,116.495795698213 39.7566101572757,116.495780838779 39.7566960704572,116.49578890722 39.7566968853166,116.49578737435 39.7567058218202,116.495790830088 39.7567061677088,116.49591425864 39.756718487627,116.495914243116 39.7567193830447,116.495692479985 39.7567034432261,116.495692803236 39.7566947630797,116.49570886925 39.7562646023218,116.495708874474 39.7562643266681,116.495708861994 39.756263925883,116.495694228043 39.7560187357437,116.495836571243 39.7560172205907,116.495836842106 39.7560172203614,116.495838896287 39.7560172370126,116.495839052506 39.7560081954528,116.495848351236 39.7560081296348,116.495847517803 39.7558901157924,116.495824268111 39.7558902812469,116.495825038171 39.755999328308,116.495681942865 39.7560008501715,116.495564147579 39.7560020960102,116.495562718464 39.7558912627865,116.495539468881 39.7558915091938,116.495540899118 39.756002340612,116.495527019088 39.7560024858197,116.495523023702 39.7556917850504,116.495522979531 39.7556874255645,116.495511379142 39.7556875297437,116.495511357627 39.7556828909284,116.495349771622 39.7556838071243,116.495349854163 39.7557018219455,116.495499889722 39.7557009709855,116.495503769458 39.7560027313121,116.49534918836 39.7560043722566,116.49536364028 39.7558207961372,116.495363600937 39.7558193259168,116.495363253337 39.7558178811435,116.495362606746 39.75581650033,116.495361678398 39.7558152202844,116.495360493042 39.7558140751284,116.495359082275 39.7558130953883,116.495357483703 39.7558123071805,116.495355739938 39.7558117315162,116.495353897465 39.7558113837407,116.495352005397 39.7558112731245,116.495230079482 39.7558118878254,116.495230784929 39.7557691853495,116.495242937017 39.7557688285209,116.495244907411 39.7557686393397,116.495246808812 39.7557681933404,116.495248585803 39.7557675035214,116.495250186595 39.7557665899869,116.495251564536 39.7557654793612,116.495252679466 39.7557642040126,116.495253498891 39.7557628011101,116.49525399893 39.7557613115402,116.495254165009 39.7557597787152,116.495254160216 39.7557575268397,116.49523372353 39.7557576118894,116.495242143075 39.7557508256687,116.495218906017 39.7557515078597,116.495216953958 39.7557516940404,116.495215069076 39.7557521323179,116.495213305277 39.7557528101583,116.495211713003 39.7557537081762,116.495210337791 39.7557548006896,116.495209218969 39.755756056454,116.495208388536 39.7557574395563,116.495207870239 39.7557589104416,116.495207678902 39.7557604270448,116.495206826085 39.7558120044033,116.495177798567 39.7558121503994,116.495175552392 39.7557606814148,116.495175324292 39.7557591852865,116.495174777295 39.7557577405,116.495173926717 39.7557563875053,116.49517279637 39.7557551641825,116.495171417902 39.755754104781,116.495169829905 39.7557532389613,116.495168076839 39.7557525909637,116.495166207785 39.7557521789304,116.495164275071 39.7557520143971,116.495128259062 39.7557512994916,116.495136720127 39.7557580154793,116.495116288067 39.7557581004671,116.495116292855 39.7557603523427,116.495116465873 39.7557618851826,116.495116973278 39.7557633718481,116.495117800252 39.7557647689301,116.49511892265 39.7557660356351,116.495120307699 39.7557671349766,116.495121914956 39.7557680348549,116.495123697491 39.7557687089945,116.495125603255 39.7557691377111,116.495127576604 39.7557693084866,116.49515268435 39.7557698066513,116.495154538183 39.7558122669848,116.495098710442 39.7558125433392,116.495096820287 39.755812672588,116.495094981279 39.7558130382219,116.495093242381 39.7558136305058,116.495091649891 39.7558144336702,116.495072575327 39.7558258670528,116.495076838886 39.7557698392788,116.495087277435 39.7557694724955,116.495089232852 39.7557692703664,116.495091117283 39.7557688151994,116.495092876511 39.7557681200897,116.495094459924 39.7557672050357,116.495095821966 39.7557660963634,116.495096923453 39.7557648259695,116.495097732693 39.7557634304034,116.495098226405 39.7557619498155,116.495098390386 39.7557604268024,116.495098385598 39.7557581749268,116.495077927955 39.755758260007,116.495086281271 39.7557514767874,116.495065341408 39.7557522133151,116.495063462406 39.7557524025111,116.495061646854 39.7557528254974,116.495059942942 39.7557534710467,116.495058395897 39.7557543220244,116.495057046782 39.755755355843,116.495055931407 39.7557565450622,116.495055079375 39.7557578581166,116.495054513304 39.7557592601542,116.495054248218 39.7557607139608,116.495049168101 39.7558274659523,116.495044494884 39.7558275006969,116.495027080113 39.7558158398303,116.495025577531 39.7558149867077,116.495023916362 39.7558143327129,116.495022139962 39.7558138949157,116.495022109194 39.755761668184,116.495021937197 39.7557601345758,116.495021430485 39.755758647049,116.495020603864 39.7557572490768,116.495019481494 39.7557559815148,116.495018096176 39.7557548814078,116.495016488395 39.7557539809065,116.49501470514 39.755753306328,116.495012798526 39.7557528773869,116.495010824274 39.7557527066191,116.494972483097 39.7557519472346,116.494980945322 39.7557586632411,116.494960513229 39.755758748172,116.494960518013 39.7557610000476,116.49496069105 39.7557625329849,116.494961198517 39.7557640197398,116.494962025594 39.7557654168947,116.494963148128 39.7557666836485,116.494964533338 39.7557677830083,116.494966140771 39.7557686828697,116.494967923486 39.7557693569539,116.494969829423 39.7557697855757,116.494971802922 39.7557699562182,116.494998864966 39.755770492267,116.494998889614 39.7558132808799,116.49484975691 39.7558105714598,116.494848424968 39.7557039074063,116.494864605806 39.7557038401799,116.494864567565 39.755685825174,116.49483666757 39.7556859410868,116.494836677126 39.7556904439375,116.494824983769 39.7556906015061,116.494825061876 39.7556950869577,116.494826616274 39.7558194932226,116.494834753683 39.7558194089756,116.494834772753 39.7558283948596,116.494837925456 39.7558283799608,116.494838260264 39.7558283821729,116.495010205857 39.7558315084156,116.495014985122 39.7558315948353,116.49503256288 39.7558433649203,116.495033902719 39.7558441383429,116.495035372728 39.755844754248,116.495036942435 39.7558451998681,116.495038579298 39.7558454659654,116.495040249387 39.7558455470239,116.495060197755 39.7558454010221,116.495074217408 39.7558452976839,116.495076098183 39.7558451650778,116.495077927589 39.7558447984128,116.495079657376 39.7558442073592,116.495081241925 39.755843407505,116.495102711697 39.7558305391584,116.495166593225 39.7558302220887,116.495218335923 39.7558299617647,116.495339679475 39.7558293504145,116.495325221824 39.7560129968095,116.49533333691 39.7560133566566,116.495333356452 39.7560225334978,116.495336843951 39.7560225189785,116.495336824769 39.7560135114784,116.495336940439 39.7560225185768,116.495515624493 39.7560206214169,116.495552754162 39.7560202325106,116.495670963334 39.7560189822674,116.495685616477 39.756264486697,116.495669889 39.756685571806,116.495308542532 39.7566869492458,116.495305236595 39.7565926185628,116.49530503047 39.7565911577161,116.495304520276 39.7565897431922,116.495303719606 39.7565884126715,116.495302649786 39.7565872015973,116.495301339316 39.7565861422304,116.495299823105 39.7565852627909,116.495298141541 39.7565845867057,116.49529633942 39.7565841319844,116.495294464746 39.7565839107403,116.495257364475 39.7565819123479,116.495265438483 39.7565886092052,116.495244885303 39.7565886947438,116.495244890096 39.7565909466178,116.495245053515 39.7565924363311,116.495245532898 39.7565938836422,116.495246315031 39.756595248653,116.495247378352 39.7565964937344,116.495248693548 39.7565975845631,116.495250224364 39.7565984910682,116.4952519286 39.7565991882601,116.495253759274 39.7565996569193,116.495255665921 39.7565998841263,116.49528228023 39.7566013181551,116.495285285313 39.7566870379485,116.49519860602 39.7566873626415,116.495198083481 39.7566013109436,116.495216357938 39.7566000414004,116.495218249021 39.7565997869201,116.49522006151 39.7565992951027,116.495221746056 39.7565985793387,116.495223256796 39.7565976591159,116.495224552596 39.7565965594887,116.495225598177 39.7565953103964,116.495226365071 39.7565939458474,116.495226832399 39.7565925029937,116.495226987436 39.7565910211194,116.495226982644 39.7565887692454,116.495206403881 39.7565888548764,116.495214366722 39.7565820975874,116.495185412605 39.7565841096518,116.495183519639 39.7565843645025,116.495181705477 39.7565848571602,116.495180019612 39.7565855741845,116.495178508036 39.7565864960135,116.495177211989 39.7565875974983,116.49517616683 39.7565888485884,116.49517540107 39.7565902151517,116.495174935603 39.7565916599062,116.495174783127 39.7565931434363,116.495175354587 39.7566874503741,116.495150524455 39.7566875446644,116.495150683291 39.7565927843096,116.495150516651 39.7565912667705,116.495150022219 39.7565897936499,116.495149214139 39.7565884070892,116.495148115527 39.7565871467538,116.495146757812 39.7565860486981,116.495145179833 39.7565851443342,116.495143426733 39.7565844595333,116.495141548661 39.7565840138854,116.495139599344 39.7565838201392,116.495101279915 39.7565825473214,116.495109589941 39.7565892576315,116.495089108805 39.7565893428136,116.495089113593 39.7565915946876,116.495089282847 39.7565931105413,116.495089779173 39.756594581726,116.4950905884 39.7565959662386,116.495091687425 39.7565972245505,116.495093044869 39.7565983207364,116.495094621977 39.7565992234995,116.495096373722 39.7565999070654,116.49509825009 39.7566003519181,116.495100197511 39.7566005453567,116.495127418731 39.7566014499913,116.49512727301 39.7566876323771,116.495050197128 39.7566879259022,116.495051331323 39.7566007593821,116.495059604926 39.7566007249782,116.495061423264 39.7566006065248,116.495063196357 39.7566002691919,116.495064880547 39.756599721286,116.495066434361 39.7565989762984,116.49506781954 39.7565980525735,116.495069001975 39.7565969728568,116.495069952551 39.7565957637347,116.49507064786 39.7565944549804,116.495071070783 39.75659307882,116.495071210904 39.7565916691396,116.495071206117 39.7565894172656,116.49505086215 39.7565895018632,116.495059566634 39.7565827099858,116.495039803922 39.7565827921623,116.495037800459 39.7565829353583,116.49503585755 39.7565833438925,116.495034033355 39.7565840055361,116.495032382476 39.7565849004839,116.49503095433 39.7565860019473,116.495029791666 39.7565872769558,116.495028929287 39.7565886873443,116.495028393006 39.7565901908951,116.495028198876 39.756591742602,116.495026829736 39.7566969207456,116.495034954707 39.7566969608255,116.495034973917 39.7567059998472,116.495038470761 39.7567059853076,116.49513889694 39.7567056036796,116.495187048274 39.7567054213764,116.495297242906 39.7567050078295,116.495669217156 39.7567035888563,116.49566892578 39.7567114086462,116.495669031795 39.7567129090048,116.495669458354 39.7567143738913,116.495670193582 39.756715762525,116.49567121701 39.7567170362479,116.495672500149 39.7567181596009,116.495674007276 39.7567191013113,116.495675696434 39.7567198351627,116.495677520601 39.7567203407258,116.495679428993 39.7567206039261,116.495924606541 39.7567382268768)))","38674","38329",FSKZ755916,995.679046254,969.64288566,"低压,",
"MULTIPOLYGON (((116.491773312929 39.75616445965,116.491773224456 39.7561554524331,116.491773504744 39.7561644561623,116.492065863484 39.7561581687571,116.492393398257 39.756151122616,116.492393230043 39.7561457232633,116.492404691765 39.7561457869735,116.492404742371 39.7561421837339,116.492393117891 39.7561421188908,116.492404739333 39.7561418423591,116.492402336865 39.7560730307176,116.492616134532 39.7560699064086,116.492666238589 39.7560691058464,116.492757031448 39.7560676424001,116.4928164924 39.7560666860858,116.492995974148 39.756063532963,116.493041757042 39.7560628489147,116.493041393769 39.7560448370532,116.493007378913 39.7560453447118,116.493006902386 39.7558179962364,116.493006896723 39.7558152939853,116.492995271458 39.7558153418788,116.492995258243 39.7558090366261,116.492948757172 39.7558092281738,116.492948794917 39.7558272431816,116.492983670731 39.7558270995247,116.492984128896 39.7560457224316,116.492827892523 39.7560484672682,116.492827633816 39.7558948998945,116.492842140927 39.755894235767,116.492844079218 39.7558940191499,116.492845944331 39.7558935537689,116.492847683394 39.7558928528167,116.492849247109 39.755891936164,116.492850591145 39.7558908297964,116.492851677404 39.7558895650774,116.49285247509 39.7558881778595,116.492852961591 39.7558867074678,116.492853123115 39.7558851955854,116.4928531184 39.7558829437095,116.492832621836 39.7558830280872,116.492840854706 39.7558762511208,116.492815351023 39.7558774189983,116.49281341311 39.7558776355462,116.492811548334 39.7558781007618,116.492809809538 39.7558788014623,116.492808245994 39.7558797177919,116.492806902007 39.7558808237847,116.492805815664 39.7558820881,116.492805017747 39.7558834749109,116.492804530867 39.7558849449193,116.492804368821 39.7558864564696,116.49280464248 39.7560488584175,116.492768349095 39.7560494428512,116.492766414579 39.7558877539323,116.492766251019 39.7558863297157,116.49276579847 39.7558849443467,116.492765068343 39.7558836327571,116.492764079047 39.7558824280181,116.492762855528 39.7558813605067,116.492761428635 39.7558804571399,116.492759834348 39.7558797406958,116.492758112866 39.7558792292392,116.492756307595 39.7558789356663,116.492729527641 39.755876322866,116.492737615175 39.7558834190902,116.492716404786 39.7558835063579,116.492716408554 39.7558853078586,116.49271655971 39.7558867405122,116.492717003241 39.755888135436,116.492717727846 39.7558894570855,116.49271871506 39.7558906717836,116.492719939729 39.7558917485785,116.492721370646 39.7558926600321,116.492722971351 39.7558933829194,116.492724701054 39.7558938988205,116.492726515682 39.7558941945895,116.492743258537 39.7558958281332,116.492745100162 39.7560498168542,116.492677352833 39.756050908956,116.492671941992 39.7558950802531,116.492685879317 39.7558948905114,116.492687879884 39.7558947286209,116.492689815797 39.7558943021574,116.492691629146 39.7558936238783,116.492693265686 39.7558927140738,116.49269467646 39.7558915999599,116.492695819268 39.7558903148644,116.492696659923 39.7558888972298,116.492697173276 39.7558873894635,116.492697343973 39.7558858366691,116.492697339263 39.7558835847932,116.492676960074 39.7558836686249,116.492685557986 39.7558768784724,116.492659843281 39.7558772274496,116.492658011822 39.755877365027,116.49265623023 39.7558777246304,116.492654543105 39.7558782972572,116.492652992686 39.7558790685718,116.492651617786 39.7558800192642,116.492650452827 39.7558811255341,116.492649526972 39.755882359686,116.492648863402 39.755883690823,116.492648478728 39.7558850856203,116.49264838258 39.755886509159,116.49265410387 39.7560512820164,116.492627099999 39.7560517137443,116.492618400395 39.7558869693451,116.492618168156 39.7558855102213,116.492617632399 39.755884100711,116.492616807408 39.7558827783964,116.49261571518 39.7558815785347,116.492614384839 39.7558805331185,116.492612851855 39.7558796700218,116.492611157102 39.7558790122579,116.49260934577 39.7558785773649,116.492607466153 39.7558783769384,116.492572935538 39.7558769065597,116.492581687004 39.7558840604302,116.492560625378 39.7558841470206,116.492560629142 39.7558859485213,116.49256079562 39.7558874525973,116.492561284147 39.7558889130621,116.492562080993 39.7558902888697,116.492563163762 39.7558915413532,116.492564502024 39.7558926353117,116.492566058168 39.7558935399998,116.492567788456 39.7558942299912,116.492569644262 39.7558946858939,116.492571573426 39.7558948948948,116.492595599533 39.7558959175545,116.49260384517 39.7560520687904,116.49240192609 39.7560550190468,116.492401878455 39.7560505776048,116.492399496478 39.7558295026249,116.492463554486 39.7558292394428,116.492463516868 39.7558112244341,116.49238775447 39.7558115356946,116.49238776575 39.7558169401973,116.492376151972 39.755816965382,116.492376147866 39.7558205684315,116.492387774432 39.7558205431943,116.492376148039 39.7558206513006,116.492378627919 39.7560507938119,116.492378772371 39.7560643045884,116.492390398805 39.7560641964814,116.49237877621 39.7560644730144,116.49238118115 39.7561333657157,116.492075658415 39.7561399377797,116.492055502619 39.7560285660536,116.492032477762 39.7560311321508,116.49205225954 39.7561404417835,116.491783725269 39.7561462162945,116.49176881709 39.7560300993845,116.491745680201 39.7560319488018,116.491761656573 39.7561563771419,116.491767416105 39.7561559166893,116.49176750023 39.7561645104762,116.491773312929 39.75616445965)))","38670","38325",FSKZ755912,597.600461279,576.363260081,"低压,",
