WKT,
"POLYGON ((116.492301608861 39.761631354171,116.496635776653 39.7614751792992,116.498319136464 39.7612595086559,116.497351688297 39.7585226638926,116.491295462767 39.758790403506,116.492301608861 39.761631354171))"
