WKT,
"POLYGON ((12967785.9827635 4830905.32770216,12967795.6530761 4830930.47051478,12968346.8608911 4830896.62442087,12968370.0696412 4830869.54754575,12968401.0146413 4830858.91020195,12968303.8280002 4830458.55926264,12967632.7083097 4830503.04270034,12967743.4333883 4830907.26176467,12967785.9827635 4830905.32770216))"
