WKT,
"POLYGON ((116.493288405992 39.7643457656017,116.496751870433 39.7641375405689,116.499025373627 39.7638028918757,116.498135321313 39.7613338779195,116.492369330233 39.7616982861505,116.493288405992 39.7643457656017))"
