WKT,fid,OBJECTID,OBJECT_ID,PIPENO,ORIGINALCO,PRESSURED,PRESSURER,MATERIAL,DIAMETERI,DIAMETERO,THICKNESS,LENGTH,TECHNICAL,STARTPOINT,ENDPOINTZ,PROFILEMAP,PLANCODE,DESIGNCODE,PROJECTCOD,SURVEYCODE,ANTICORROS,ORIGINALDA,INNERCODE,DATASOURCE,FROMLEVEL,SHAPE_LENG,DIAMETERPR,ENABLED,MANAGEREGI,REGION,UPDATETIME,MAPNAME,YEAR,SURVEYCO_1,MANAGERE_1,SHAPE_Le_1
"MULTILINESTRING ((116.492015649604 39.7569133834158,116.492018339321 39.7568260439577))","1306095",1306561,,"00720120504900698001","04120504902062",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,89,0,9.698,,0,0,,,,10-1156-L,"201205049",,"20170216095552",,实测,,,DN80,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23402",,,,9.69814590556029
"MULTILINESTRING ((116.492015649604 39.7569133834158,116.492299299647 39.756922245037))","1305820",1306286,,"00720120504900699001","04120504902061",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,114,0,24.422,,0,0,,,,10-1156-L,"201205049",,"20170216095552",,实测,,,DN100,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23402",,,,24.422374536354
"MULTILINESTRING ((116.492299299647 39.756922245037,116.492303398027 39.7568248743503))","1305536",1306002,,"00720120504900708001","04120504902063",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,89,0,10.814,,0,0,,,,10-1156-L,"201205049",,"20170216095552",,实测,,,DN80,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23402",,,,10.8143314173494
"MULTILINESTRING ((116.492299299647 39.756922245037,116.492860386804 39.7569390252017))","1305537",1306003,,"00720120504900709001","04120504902540",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,114,0,48.306,,0,28.61,,,,10-1156-L,"201205049",,"20170216095552",,实测,,,DN100,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23402",,,,48.306498123692
"MULTILINESTRING ((116.492860386804 39.7569390252017,116.492877814632 39.7569395479478))","1303246",1303711,,"00720120504900774001","04120504902398",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,114,0,1.5,,28.61,28.61,,,,10-1156-L,"201205049",,"20170216095552",,实测,,,DN100,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23402",,,,1.50045226505452
"MULTILINESTRING ((116.492877814632 39.7569395479478,116.492899669948 39.7569391877296))","1303249",1303714,,"00720120504900776001","04120504902334",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,219,0,1.88,,28.63,28.64,,,,10-1156-L,"201205049",,"20170216095552",,实测,,,DN200,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23402",,,,1.88023934730477
"MULTILINESTRING ((116.492899669948 39.7569391877296,116.492902563627 39.7573216373229))","1305569",1306035,,"00720120504900783001","04120504902391",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,219,0,42.46,,28.64,28.75,,,,10-1156-L,"201205049",,"20170216095552",,实测,,,DN200,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23402",,,,42.4603815347415
"MULTILINESTRING ((116.493862837522 39.7568485327235,116.49386284227 39.7568507845974))","1309811",1310279,,"00720120504900913001","04120504902047",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,0.25,,0,0,,,,10-1156-L,"201205049",,"20170216095552",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23402",,,,0.25
"MULTILINESTRING ((116.493851229563 39.7568513010241,116.49386284227 39.7568507845974))","1309809",1310277,,"00720120504900911001","04120504902048",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,1,,0,0,,,,10-1156-L,"201205049",,"20170216095552",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23402",,,,1.00035243768902
"MULTILINESTRING ((116.49370822065 39.7568491720471,116.493708225393 39.756851423921))","1314018",1314486,,"00720120504900897001","04120504902053",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,0.25,,0,0,,,,10-1156-L,"201205049",,"20170216095552",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23402",,,,0.25
"MULTILINESTRING ((116.493749374341 39.7568490019254,116.493749379085 39.7568512537993))","1314019",1314487,,"00720120504900898001","04120504902050",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,0.25,,0,0,,,,10-1156-L,"201205049",,"20170216095552",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23402",,,,0.25
"MULTILINESTRING ((116.493749379085 39.7568512537993,116.49378888403 39.7568520722885))","1314020",1314488,,"00720120504900899001","04120504902051",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,3.4,,0,0,,,,10-1156-L,"201205049",,"20170216095552",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23402",,,,3.39974778478318
"MULTILINESTRING ((116.493682662671 39.7568521961368,116.493708225393 39.756851423921))","1305060",1305525,,"00720120504900894001","04120504902054",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,2.2,,0,0,,,,10-1156-L,"201205049",,"20170216095552",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23402",,,,2.20024475916645
"MULTILINESTRING ((116.493678695334 39.7569611591364,116.493682662671 39.7568521961368))","1305058",1305523,,"00720120504900892001","04120504902055",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,12.1,,0,0,,,,10-1156-L,"201205049",,"20170216095552",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23402",,,,12.1003861909797
"MULTILINESTRING ((116.49378888403 39.7568520722885,116.493792858685 39.7569618131379))","1314297",1314765,,"00720120504900902001","04120504902052",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,12.189,,0,0,,,,10-1156-L,"201205049",,"20170216095552",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23402",,,,12.1892538332957
"MULTILINESTRING ((116.493952314325 39.7568521438883,116.493957220493 39.7569624663629))","1306955",1307421,,"00720120504900927001","04120504902046",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,12.257,,0,0,,,,10-1156-L,"201205049",,"20170216095552",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23402",,,,12.256594306732
"MULTILINESTRING ((116.493632195069 39.7569619187722,116.493634277771 39.756852297003))","1309842",1310310,,"00720120504900886001","04120504902058",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,12.171,,0,0,,,,10-1156-L,"201205049",,"20170216095552",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23402",,,,12.1706270191613
"MULTILINESTRING ((116.493678695334 39.7569611591364,116.493792858685 39.7569618131379))","1305059",1305524,,"00720120504900893001","04120504902041",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,114,0,9.821,,0,0,,,,10-1156-L,"201205049",,"20170216095552",,实测,,,DN100,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23402",,,,9.82079553740745
"MULTILINESTRING ((116.493792858685 39.7569618131379,116.493832234599 39.7569620646511))","1314298",1314766,,"00720120504900903001","04120504902042",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,114,0,3.387,,0,0,,,,10-1156-L,"201205049",,"20170216095552",,实测,,,DN100,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23402",,,,3.38731235653206
"MULTILINESTRING ((116.493957220493 39.7569624663629,116.493963033155 39.756962442309))","1307236",1307702,,"00720120504900929001","04120504902537",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,114,0,0.5,,0,28.49,,,,10-1156-L,"201205049",,"20170216095552",,实测,,,DN100,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23402",,,,0.5
"MULTILINESTRING ((116.493832234599 39.7569620646511,116.493957220493 39.7569624663629))","1309538",1310005,,"00720120504900908001","04120504902043",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,114,0,10.751,,0,0,,,,10-1156-L,"201205049",,"20170216095552",,实测,,,DN100,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23402",,,,10.7514838512419
"MULTILINESTRING ((116.494162281521 39.7575514151371,116.494162286279 39.7575536670096))","1310119",1310587,,"00720120504900950001","04120504902182",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,0.25,,0,0,,,,10-1156-L,"201205049",,"20170216095552",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23402",,,,0.25
"MULTILINESTRING ((116.494203435417 39.7575512446633,116.494203440176 39.7575534965358))","1310386",1310854,,"00720120504900953001","04120504902185",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,0.25,,0,0,,,,10-1156-L,"201205049",,"20170216095552",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23402",,,,0.25
"MULTILINESTRING ((116.494006501069 39.7575520601481,116.494006505821 39.7575543120206))","1309542",1310009,,"00720120504900934001","04120504902176",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,0.25,,0,0,,,,10-1156-L,"201205049",,"20170216095552",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23402",,,,0.25
"MULTILINESTRING ((116.494047655036 39.7575518897936,116.49404765979 39.7575541416662))","1309545",1310012,,"00720120504900937001","04120504902179",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,0.25,,0,0,,,,10-1156-L,"201205049",,"20170216095552",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23402",,,,0.25
"MULTILINESTRING ((116.494081318699 39.7575555876456,116.494088523617 39.7576147735698))","1309552",1310019,,"00720120504900941001","04120504902181",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,6.602,,0,0,,,,10-1156-L,"201205049",,"20170216095552",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23402",,,,6.60214790717821
"MULTILINESTRING ((116.493979720835 39.7576150167928,116.493985616806 39.7575552812191))","1309814",1310282,,"00720120504900930001","04120504902178",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,6.649,,0,0,,,,10-1156-L,"201205049",,"20170216095552",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23402",,,,6.64920784822183
"MULTILINESTRING ((116.493985616806 39.7575552812191,116.494006505821 39.7575543120206))","1309541",1310008,,"00720120504900933001","04120504902177",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,1.8,,0,0,,,,10-1156-L,"201205049",,"20170216095552",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23402",,,,1.79967024778796
"MULTILINESTRING ((116.49404765979 39.7575541416662,116.494081318699 39.7575555876456))","1309546",1310013,,"00720120504900938001","04120504902180",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,2.9,,0,0,,,,10-1156-L,"201205049",,"20170216095552",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23402",,,,2.90034497908984
"MULTILINESTRING ((116.494137886013 39.7575544526444,116.494162286279 39.7575536670096))","1310116",1310584,,"00720120504900948001","04120504902183",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,2.1,,0,0,,,,10-1156-L,"201205049",,"20170216095552",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23402",,,,2.10037544207213
"MULTILINESTRING ((116.494203440176 39.7575534965358,116.494234796194 39.757554474558))","1310388",1310856,,"00720120504900954001","04120504902186",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,2.7,,0,0,,,,10-1156-L,"201205049",,"20170216095552",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23402",,,,2.69980332678052
"MULTILINESTRING ((116.494136302336 39.7576137560277,116.494137886013 39.7575544526444))","1310113",1310581,,"00720120504900946001","04120504902184",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,6.585,,0,0,,,,10-1156-L,"201205049",,"20170216095552",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23402",,,,6.58464106898927
"MULTILINESTRING ((116.494234796194 39.757554474558,116.494242938279 39.757611476747))","1309286",1309753,,"00720120504900962001","04120504902187",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,6.369,,0,0,,,,10-1156-L,"201205049",,"20170216095552",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23402",,,,6.36948380988408
"MULTILINESTRING ((116.494136302336 39.7576137560277,116.494242938279 39.757611476747))","1310114",1310582,,"00720120504900947001","04120504902174",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,114,0,9.175,,0,0,,,,10-1156-L,"201205049",,"20170216095552",,实测,,,DN100,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23402",,,,9.17526811545755
"MULTILINESTRING ((116.494088523617 39.7576147735698,116.494136302336 39.7576137560277))","1309553",1310020,,"00720120504900942001","04120504902173",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,114,0,4.111,,0,0,,,,10-1156-L,"201205049",,"20170216095552",,实测,,,DN100,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23402",,,,4.11100729782357
"MULTILINESTRING ((116.493979720835 39.7576150167928,116.494088523617 39.7576147735698))","1309274",1309741,,"00720120504900931001","04120504902172",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,114,0,9.359,,0,0,,,,10-1156-L,"201205049",,"20170216095552",,实测,,,DN100,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23402",,,,9.35902826169521
"MULTILINESTRING ((116.493827575684 39.7576142230401,116.493832226131 39.757614329913))","1314299",1314767,,"00720120504900904001","04120504902562",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,114,0,0.4,,0,28.78,,,,10-1156-L,"201205049",,"20170216095552",,实测,,,DN100,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23402",,,,0.400244925402088
"MULTILINESTRING ((116.493829201695 39.7575472990875,116.493832226131 39.757614329913))","1314300",1314768,,"00720120504900905001","04120504902565",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,7.447,,0,28.78,,,,10-1156-L,"201205049",,"20170216095552",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23402",,,,7.44713052117349
"MULTILINESTRING ((116.493832226131 39.757614329913,116.493926974946 39.7576146225437))","1314301",1314769,,"00720120504900906001","04120504902563",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,114,0,8.15,,28.78,0,,,,10-1156-L,"201205049",,"20170216095552",,实测,,,DN100,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23402",,,,8.15035434849209
"MULTILINESTRING ((116.493832234599 39.7569620646511,116.493851229563 39.7568513010241))","1314302",1314770,,"00720120504900907001","04120504902049",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,12.399,,0,0,,,,10-1156-L,"201205049",,"20170216095552",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23402",,,,12.3988168796893
"MULTILINESTRING ((116.493594757265 39.7568496409168,116.493594762004 39.7568518927907))","1314435",1314903,,"00720120504900879001","04120504902056",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,0.25,,0,0,,,,10-1156-L,"201205049",,"20170216095552",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23402",,,,0.25
"MULTILINESTRING ((116.493594762004 39.7568518927907,116.493634277771 39.756852297003))","1314436",1314904,,"00720120504900880001","04120504902057",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,3.4,,0,0,,,,10-1156-L,"201205049",,"20170216095552",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23402",,,,3.39958379824813
"MULTILINESTRING ((116.493536250887 39.7569623331387,116.493632195069 39.7569619187722))","1314473",1314941,,"00720120504900871001","04120504902536",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,114,0,8.253,,28.6,0,,,,10-1156-L,"201205049",,"20170216095552",,实测,,,DN100,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23402",,,,8.25300024282748
"MULTILINESTRING ((116.493920810113 39.7575469201417,116.493926974946 39.7576146225437))","1314533",1315001,,"00720120504900921001","04120504902175",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,7.537,,0,0,,,,10-1156-L,"201205049",,"20170216095552",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23402",,,,7.53682194236899
"MULTILINESTRING ((116.493926974946 39.7576146225437,116.493979720835 39.7576150167928))","1314535",1315003,,"00720120504900924001","04120504902171",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,114,0,4.538,,0,0,,,,10-1156-L,"201205049",,"20170216095552",,实测,,,DN100,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23402",,,,4.5375095587637
"MULTILINESTRING ((116.493632195069 39.7569619187722,116.493678695334 39.7569611591364))","1314731",1315199,,"00720120504900887001","04120504902040",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,114,0,4,,0,0,,,,10-1156-L,"201205049",,"20170216095552",,实测,,,DN100,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23402",,,,4.00049609425227
"MULTILINESTRING ((116.493553603499 39.7568498109177,116.493553608237 39.7568520627916))","1314759",1315227,,"00720120504900876001","04120504902059",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,0.25,,0,0,,,,10-1156-L,"201205049",,"20170216095552",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23402",,,,0.25
"MULTILINESTRING ((116.493903991139 39.7568483624817,116.493903995889 39.7568506143556))","1314800",1315268,,"00720120504900919001","04120504902044",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,0.25,,0,0,,,,10-1156-L,"201205049",,"20170216095552",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23402",,,,0.25
"MULTILINESTRING ((116.493903995889 39.7568506143556,116.493952314325 39.7568521438883))","1314801",1315269,,"00720120504900920001","04120504902045",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,4.16,,0,0,,,,10-1156-L,"201205049",,"20170216095552",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23402",,,,4.1604326702226
"MULTILINESTRING ((116.492900066023 39.757627814896,116.492902563627 39.7573216373229))","1305566",1306032,,"00720120504900780001","04120504902384",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,219,0,33.991,,28.88,28.78,,,,10-1156-L,"201205049",,"20170216095552",,实测,,,DN200,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23402",,,,33.9910723575391
"MULTILINESTRING ((116.492299903079 39.757623959366,116.492301396519 39.7575429211454))","1305532",1305998,,"00720120504900706001","04120504902518",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,89,0,8.997,,28.71,0,,,,10-1156-L,"201205049",,"20170216095552",,实测,,,DN80,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23402",,,,8.99713648825271
"MULTILINESTRING ((116.492586901263 39.7576263201403,116.492586852721 39.7575419104131))","1303826",1304291,,"00720120504900739001","04120504901343",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,89,0,9.371,,28.701,28.701,,,,10-1156-L,"201205049",,"20170216095552",,实测,,,DN80,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23402",,,,9.37100645729263
"MULTILINESTRING ((116.492900066023 39.757627814896,116.493160233291 39.7576206177684))","1305567",1306033,,"00720120504900781001","04120504902382",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,219,0,22.39,,28.88,28.83,,,,10-1156-L,"201205049",,"20170216095552",,实测,,,DN200,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23402",,,,22.3903282700101
"MULTILINESTRING ((116.493160233291 39.7576206177684,116.493173461256 39.7577747727916))","1311250",1311718,,"00720120504900820001","04120504902383",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,219,0,17.156,,28.83,28.75,,,,10-1156-L,"201205049",,"20170216095552",,实测,,,DN200,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23402",,,,17.1559464919424
"MULTILINESTRING ((116.492290602297 39.7576238804544,116.492299903079 39.757623959366))","1305826",1306292,,"00720120504900705001","04120504902519",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,114,0,0.8,,28.768,28.71,,,,10-1156-L,"201205049",,"20170216095552",,实测,,,DN100,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23402",,,,0.800105617815874
"MULTILINESTRING ((116.492299903079 39.757623959366,116.492586901263 39.7576263201403))","1305533",1305999,,"00720120504900707001","04120504902520",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,114,0,24.689,,28.71,28.701,,,,10-1156-L,"201205049",,"20170216095552",,实测,,,DN100,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23402",,,,24.6891280726703
"MULTILINESTRING ((116.492868504012 39.7576286384352,116.492884720441 39.7576279681595))","1303248",1303713,,"00720120504900775001","04120504902323",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,114,0,1.397,,28.85,28.84,,,,10-1156-L,"201205049",,"20170216095552",,实测,,,DN100,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23402",,,,1.39660803424769
"MULTILINESTRING ((116.492884720441 39.7576279681595,116.492900066023 39.757627814896))","1305563",1306029,,"00720120504900777001","04120504902381",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,219,0,1.32,,28.88,28.88,,,,10-1156-L,"201205049",,"20170216095552",,实测,,,DN200,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23402",,,,1.32003787760943
"MULTILINESTRING ((116.492586901263 39.7576263201403,116.492868504012 39.7576286384352))","1303540",1304005,,"00720120504900740001","04120504902521",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,114,0,24.225,,28.701,28.85,,,,10-1156-L,"201205049",,"20170216095552",,实测,,,DN100,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23402",,,,24.2250754385451
"MULTILINESTRING ((116.493173461256 39.7577747727916,116.493852497291 39.7577669243481))","1311251",1311719,,"00720120504900821001","04120504902375",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,324,0,58.413,,28.78,28.75,,,,10-1156-L,"201205049",,"20170216095552",,实测,,,DN300,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23402",,,,58.4126844103059
"MULTILINESTRING ((116.493131469844 39.7577750179718,116.493173461256 39.7577747727916))","1312873",1313341,,"00720120504900813001","04120504902374",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,324,0,3.612,,28.78,28.78,,,,10-1156-L,"201205049",,"20170216095552",,实测,,,DN300,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23402",,,,3.61200885907739
"MULTILINESTRING ((116.493423040322 39.7581727602893,116.493423116599 39.7580984385582))","1305634",1306100,,"00720120504900855001","04120504901972",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,8.251,,0,0,,,,10-1156-L,"201205049",,"20170216095552",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23402",,,,8.25102423961335
"MULTILINESTRING ((116.49333034436 39.7580988214371,116.493332095627 39.7581742885955))","1305105",1305571,,"00720120504900844001","04120504901971",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,8.38,,0,0,,,,10-1156-L,"201205049",,"20170216095552",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23402",,,,8.38011992633768
"MULTILINESTRING ((116.493507646134 39.7581035841681,116.493507650871 39.7581058360398))","1311885",1312353,,"00720120504900867001","04120504901973",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,0.25,,0,0,,,,10-1156-L,"201205049",,"20170216095552",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23402",,,,0.25
"MULTILINESTRING ((116.493486725587 39.7581062827512,116.493507650871 39.7581058360398))","1311883",1312351,,"00720120504900865001","04120504901974",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,1.8,,0,0,,,,10-1156-L,"201205049",,"20170216095552",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23402",,,,1.8004443894236
"MULTILINESTRING ((116.49348425906 39.7581717238856,116.493486725587 39.7581062827512))","1311879",1312347,,"00720120504900861001","04120504901975",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,7.267,,0,0,,,,10-1156-L,"201205049",,"20170216095552",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23402",,,,7.26745292237777
"MULTILINESTRING ((116.49348425906 39.7581717238856,116.493588723772 39.7581699683184))","1311880",1312348,,"00720120504900862001","04120504901917",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,168,0,8.987,,0,0,,,,10-1156-L,"201205049",,"20170216095552",,实测,,,DN150,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23402",,,,8.98720228948913
"MULTILINESTRING ((116.493332095627 39.7581742885955,116.493423040322 39.7581727602893))","1305106",1305572,,"00720120504900845001","04120504901915",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,168,0,7.824,,0,0,,,,10-1156-L,"201205049",,"20170216095552",,实测,,,DN150,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23402",,,,7.82404709929622
"MULTILINESTRING ((116.493423040322 39.7581727602893,116.49348425906 39.7581717238856))","1311605",1312073,,"00720120504900856001","04120504901916",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,168,0,5.267,,0,0,,,,10-1156-L,"201205049",,"20170216095552",,实测,,,DN150,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23402",,,,5.26671861773608
"MULTILINESTRING ((116.493263374077 39.7583505348688,116.493266389377 39.7581753883685))","1311266",1311734,,"00720120504900833001","04120504902319",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,168,0,19.445,,28.5,28.57,,,,10-1156-L,"201205049",,"20170216095552",,实测,,,DN150,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23402",,,,19.4451775512325
"MULTILINESTRING ((116.492546570827 39.7582602222704,116.492548212892 39.7583227730494))","1303535",1304000,,"00720120504900732001","04120504901985",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,89,0,6.946,,0,0,,,,10-1156-L,"201205049",,"20170216095552",,实测,,,DN80,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23402",,,,6.94621659640055
"MULTILINESTRING ((116.492542399903 39.7583227429,116.492548212892 39.7583227730494))","1303534",1303999,,"00720120504900731001","04120504902506",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,114,0,0.5,,28.91,0,,,,10-1156-L,"201205049",,"20170216095552",,实测,,,DN100,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23402",,,,0.500035998693544
