WKT,fid,OBJECTID,OBJECT_ID,PIPENO,ORIGINALCO,PRESSURED,PRESSURER,MATERIAL,DIAMETERI,DIAMETERO,THICKNESS,LENGTH,TECHNICAL,STARTPOINT,ENDPOINTZ,PROFILEMAP,PLANCODE,DESIGNCODE,PROJECTCOD,SURVEYCODE,ANTICORROS,ORIGINALDA,INNERCODE,DATASOURCE,FROMLEVEL,SHAPE_LENG,DIAMETERPR,ENABLED,MANAGEREGI,REGION,UPDATETIME,MAPNAME,YEAR,SURVEYCO_1,MANAGERE_1,SHAPE_Le_1
"MULTILINESTRING ((116.495421838363 39.7624779078394,116.495421843162 39.7624801597028))","2167453",2168335,,"00720120504800747001","04120504801036",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,0.25,,0,0,,,,10-1156-L,"201205048",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,0.25
"MULTILINESTRING ((116.495421843162 39.7624801597028,116.495446224985 39.7624809769209))","2167452",2168334,,"00720120504800748001","04120504801037",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,2.099,,0,0,,,,10-1156-L,"201205048",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,2.09947922027491
"MULTILINESTRING ((116.495452454073 39.7625615954172,116.495496619945 39.7625606638098))","2199508",2200394,,"00720120504800755001","04120504801028",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,114,0,3.8,,0,0,,,,10-1156-L,"201205048",,"20160317144554",,实测,,,DN100,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,3.79990657742057
"MULTILINESTRING ((116.495446224985 39.7624809769209,116.495452454073 39.7625615954172))","2199510",2200396,,"00720120504800754001","04120504801038",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,8.968,,0,0,,,,10-1156-L,"201205048",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,8.9681464080455
"MULTILINESTRING ((116.495482536779 39.7626897193478,116.496157210548 39.7626932100846))","2195431",2196317,,"00720120504800762001","04120504801037",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,58.034,,29.57,29.53,,,,10-1156-L,"201205048",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,58.0342218008636
"MULTILINESTRING ((116.495496619945 39.7625606638098,116.495512122393 39.7624811167528))","2199788",2200674,,"00720120504800764001","04120504801041",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,8.926,,0,0,,,,10-1156-L,"201205048",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,8.9263699238522
"MULTILINESTRING ((116.495496619945 39.7625606638098,116.495603552695 39.7625584257189))","2199787",2200673,,"00720120504800765001","04120504801029",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,114,0,9.2,,0,0,,,,10-1156-L,"201205048",,"20160317144554",,实测,,,DN100,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,9.20015244426827
"MULTILINESTRING ((116.495512122393 39.7624811167528,116.495536464514 39.7624796822145))","2199515",2200401,,"00720120504800770001","04120504801040",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,2.099,,0,0,,,,10-1156-L,"201205048",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,2.09922366560466
"MULTILINESTRING ((116.495536459711 39.7624774303512,116.495536464514 39.7624796822145))","2188102",2188987,,"00720120504800775001","04120504801039",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,0.25,,0,0,,,,10-1156-L,"201205048",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,0.25
"MULTILINESTRING ((116.495577615941 39.762477258847,116.495577620745 39.7624795107102))","2188097",2188982,,"00720120504800780001","04120504801042",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,0.25,,0,0,,,,10-1156-L,"201205048",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,0.25
"MULTILINESTRING ((116.495577620745 39.7624795107102,116.495602014044 39.7624802737689))","2188095",2188980,,"00720120504800781001","04120504801043",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,2.1,,0,0,,,,10-1156-L,"201205048",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,2.10019522928926
"MULTILINESTRING ((116.495602014044 39.7624802737689,116.495603552695 39.7625584257189))","2197467",2198353,,"00720120504800787001","04120504801044",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,8.678,,0,0,,,,10-1156-L,"201205048",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,8.67780231315761
"MULTILINESTRING ((116.495603552695 39.7625584257189,116.495650043634 39.7625574482722))","2197465",2198351,,"00720120504800788001","04120504801030",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,114,0,4,,0,0,,,,10-1156-L,"201205048",,"20160317144554",,实测,,,DN100,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,3.99994624946105
"MULTILINESTRING ((116.495650043634 39.7625574482722,116.495667863541 39.7624798011089))","2192113",2192999,,"00720120504800794001","04120504801047",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,8.75,,0,0,,,,10-1156-L,"201205048",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,8.7498430269442
"MULTILINESTRING ((116.495650043634 39.7625574482722,116.495768845986 39.762554962225))","2192112",2192998,,"00720120504800795001","04120504801031",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,114,0,10.221,,0,29.64,,,,10-1156-L,"201205048",,"20160317144554",,实测,,,DN100,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,10.2213894364085
"MULTILINESTRING ((116.495667863541 39.7624798011089,116.49569225355 39.7624790328623))","2192382",2193268,,"00720120504800798001","04120504801046",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,2.099,,0,0,,,,10-1156-L,"201205048",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,2.09930464704632
"MULTILINESTRING ((116.495692248742 39.7624767809991,116.49569225355 39.7624790328623))","2192372",2193258,,"00720120504800803001","04120504801045",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,0.25,,0,0,,,,10-1156-L,"201205048",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,0.25
"MULTILINESTRING ((116.49573340491 39.7624766093835,116.495733409719 39.7624788612468))","2192926",2193812,,"00720120504800808001","04120504801048",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,0.25,,0,0,,,,10-1156-L,"201205048",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,0.25
"MULTILINESTRING ((116.495733409719 39.7624788612468,116.495757803079 39.7624796692768))","2192925",2193811,,"00720120504800809001","04120504801049",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,2.1,,0,0,,,,10-1156-L,"201205048",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,2.10042971815936
"MULTILINESTRING ((116.495757803079 39.7624796692768,116.495768845986 39.762554962225))","2190232",2191118,,"00720120504800814001","04120504801050",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,8.416,,0,29.62,,,,10-1156-L,"201205048",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,8.41621007345568
"MULTILINESTRING ((116.495768845986 39.762554962225,116.495774658988 39.7625549289721))","2190231",2191117,,"00720120504800815001","04120504801032",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,114,0,0.5,,29.64,0,,,,10-1156-L,"201205048",,"20160317144554",,实测,,,DN100,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,0.500000999999328
"MULTILINESTRING ((116.495200631695 39.7631521145907,116.495204034149 39.7628552032549))","2248705",2249605,,"00720120504800712001","04120504801100",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,219,0,32.963,,39.34,29.36,,,,10-1156-L,"201205048",,"20160317144554",,实测,,,DN200,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,32.962826486013
"MULTILINESTRING ((116.49567394197 39.7630942154854,116.495693563071 39.7630923411798))","2192378",2193264,,"00720120504800802001","04120504800932",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,1.7,,0,0,,,,10-1156-L,"201205048",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,1.69968967775187
"MULTILINESTRING ((116.495362313611 39.7630951715896,116.49538199364 39.7630936394316))","2212242",2213128,,"00720120504800737001","04120504800920",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,1.701,,0,0,,,,10-1156-L,"201205048",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,1.70063811553189
"MULTILINESTRING ((116.495423150297 39.7630934680369,116.495442893071 39.7630941064109))","2163398",2164278,,"00720120504800750001","04120504800923",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,1.7,,0,0,,,,10-1156-L,"201205048",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,1.69988352528377
"MULTILINESTRING ((116.495423145498 39.7630912161747,116.495423150297 39.7630934680369))","2163399",2164279,,"00720120504800749001","04120504800922",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,0.25,,0,0,,,,10-1156-L,"201205048",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,0.25
"MULTILINESTRING ((116.495381988842 39.7630913875693,116.49538199364 39.7630936394316))","2164503",2165383,,"00720120504800743001","04120504800921",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,0.25,,0,0,,,,10-1156-L,"201205048",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,0.25
"MULTILINESTRING ((116.49557892445 39.7630905671726,116.495578929255 39.7630928190347))","2188094",2188979,,"00720120504800782001","04120504800928",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,0.25,,0,0,,,,10-1156-L,"201205048",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,0.25
"MULTILINESTRING ((116.495537767857 39.7630907386793,116.495537772661 39.7630929905415))","2188101",2188986,,"00720120504800776001","04120504800927",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,0.25,,0,0,,,,10-1156-L,"201205048",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,0.25
"MULTILINESTRING ((116.495734714794 39.7630899176995,116.495734719603 39.7630921695617))","2192924",2193810,,"00720120504800810001","04120504800934",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,0.25,,0,0,,,,10-1156-L,"201205048",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,0.25
"MULTILINESTRING ((116.495693558263 39.7630900893176,116.495693563071 39.7630923411798))","2192371",2193257,,"00720120504800804001","04120504800931",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,0.25,,0,0,,,,10-1156-L,"201205048",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,0.25
"MULTILINESTRING ((116.494229529131 39.7626303681749,116.494345792684 39.762630471832))","2264114",2265017,,"00720120504800588001","04120504800993",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,168,0,10,,0,0,,,,10-1156-L,"201205048",,"20160317144554",,实测,,,DN150,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,10.0002112477653
"MULTILINESTRING ((116.494226602721 39.7625549962604,116.494249854752 39.7625547017523))","2264115",2265018,,"00720120504800587001","04120504801011",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,2,,0,0,,,,10-1156-L,"201205048",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,2.00012099633866
"MULTILINESTRING ((116.494345792684 39.762630471832,116.494403924396 39.7626305190634))","2262622",2263524,,"00720120504800603001","04120504800994",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,168,0,5,,0,29.35,,,,10-1156-L,"201205048",,"20160317144554",,实测,,,DN150,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,5.00010239896117
"MULTILINESTRING ((116.494403924396 39.7626305190634,116.494403764528 39.7624890744404))","2252517",2253417,,"00720120504800615001","04120504800995",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,168,0,15.703,,29.35,29.43,,,,10-1156-L,"201205048",,"20160317144554",,实测,,,DN150,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,15.7030045867199
"MULTILINESTRING ((116.494417669473 39.76248902579,116.495208089352 39.7624662231382))","2252782",2253683,,"00720120504800618001","04120504801086",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,168,0,68.025,,29.43,29.4,,,,10-1156-L,"201205048",,"20160317144554",,实测,,,DN150,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,68.0245249085059
"MULTILINESTRING ((116.494704628863 39.7628561350599,116.494710442105 39.762856173976))","2229515",2230408,,"00720120504800650001","04120504800810",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,114,0,0.5,,0,29.51,,,,10-1156-L,"201205048",,"20160317144554",,实测,,,DN100,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,0.500048997615297
"MULTILINESTRING ((116.494710442105 39.762856173976,116.494711210448 39.7627744274434))","2221293",2222182,,"00720120504800652001","04120504800813",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,9.075,,29.49,0,,,,10-1156-L,"201205048",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,9.07536148152363
"MULTILINESTRING ((116.494711210448 39.7627744274434,116.494735588566 39.7627733714198))","2221291",2222180,,"00720120504800654001","04120504800812",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,2.1,,0,0,,,,10-1156-L,"201205048",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,2.09967735617067
"MULTILINESTRING ((116.494710442105 39.762856173976,116.494806963133 39.7628558812199))","2221292",2222181,,"00720120504800653001","04120504800809",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,114,0,8.302,,29.51,0,,,,10-1156-L,"201205048",,"20160317144554",,实测,,,DN100,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,8.30200867274619
"MULTILINESTRING ((116.494735583789 39.7627711195568,116.494735588566 39.7627733714198))","2221284",2222173,,"00720120504800655001","04120504800811",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,0.25,,0,0,,,,10-1156-L,"201205048",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,0.25
"MULTILINESTRING ((116.494776740525 39.7627709486371,116.494776745303 39.7627732005))","2231068",2231963,,"00720120504800660001","04120504800814",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,0.25,,0,0,,,,10-1156-L,"201205048",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,0.25
"MULTILINESTRING ((116.494776745303 39.7627732005,116.494812720087 39.7627746273932))","2231067",2231962,,"00720120504800661001","04120504800815",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,3.099,,0,0,,,,10-1156-L,"201205048",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,3.09894514262207
"MULTILINESTRING ((116.494806963133 39.7628558812199,116.494812720087 39.7627746273932))","2219157",2220043,,"00720120504800666001","04120504800816",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,9.032,,0,0,,,,10-1156-L,"201205048",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,9.03240964634528
"MULTILINESTRING ((116.494806963133 39.7628558812199,116.49486974477 39.762855692461))","2219156",2220042,,"00720120504800667001","04120504800808",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,114,0,5.4,,0,0,,,,10-1156-L,"201205048",,"20160317144554",,实测,,,DN100,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,5.40000592536307
"MULTILINESTRING ((116.49486974477 39.762855692461,116.494946477811 39.7628554546536))","2251723",2252623,,"00720120504800678001","04120504800807",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,114,0,6.6,,0,0,,,,10-1156-L,"201205048",,"20160317144554",,实测,,,DN100,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,6.60000613691905
"MULTILINESTRING ((116.494866989636 39.7627736993477,116.49486974477 39.762855692461))","2251725",2252625,,"00720120504800676001","04120504800819",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,9.107,,0,0,,,,10-1156-L,"201205048",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,9.10670632035452
"MULTILINESTRING ((116.494866989636 39.7627736993477,116.49489137951 39.7627727242743))","2251724",2252624,,"00720120504800677001","04120504800818",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,2.1,,0,0,,,,10-1156-L,"201205048",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,2.10024117681791
"MULTILINESTRING ((116.494891374728 39.7627704724113,116.49489137951 39.7627727242743))","2222633",2223522,,"00720120504800679001","04120504800817",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,0.25,,0,0,,,,10-1156-L,"201205048",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,0.25
"MULTILINESTRING ((116.494932531396 39.7627703013761,116.49493253618 39.762772553239))","2222628",2223517,,"00720120504800684001","04120504800820",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,0.25,,0,0,,,,10-1156-L,"201205048",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,0.25
"MULTILINESTRING ((116.49493253618 39.762772553239,116.494967380291 39.7627781011727))","2222627",2223516,,"00720120504800685001","04120504800821",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,3.062,,0,0,,,,10-1156-L,"201205048",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,3.06193402945716
"MULTILINESTRING ((116.494946477811 39.7628554546536,116.494967380291 39.7627781011727))","2247278",2248178,,"00720120504800686001","04120504800822",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,8.767,,0,0,,,,10-1156-L,"201205048",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,8.76729308255159
"MULTILINESTRING ((116.494946477811 39.7628554546536,116.495030186536 39.7628552057521))","2247277",2248177,,"00720120504800687001","04120504800806",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,114,0,7.2,,0,0,,,,10-1156-L,"201205048",,"20160317144554",,实测,,,DN100,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,7.20000840295905
"MULTILINESTRING ((116.495013068418 39.7627766321723,116.495030186536 39.7628552057521))","2254455",2255357,,"00720120504800699001","04120504800825",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,8.852,,0,0,,,,10-1156-L,"201205048",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,8.85189951435959
"MULTILINESTRING ((116.495013068418 39.7627766321723,116.495047170201 39.7627720766925))","2243438",2244338,,"00720120504800700001","04120504800824",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,2.975,,0,0,,,,10-1156-L,"201205048",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,2.97463543993078
"MULTILINESTRING ((116.495030186536 39.7628552057521,116.495127846609 39.7628549077027))","2243434",2244334,,"00720120504800701001","04120504800805",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,114,0,8.4,,0,0,,,,10-1156-L,"201205048",,"20160317144554",,实测,,,DN100,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,8.40000857086556
"MULTILINESTRING ((116.495047165414 39.7627698248296,116.495047170201 39.7627720766925))","2255472",2256374,,"00720120504800702001","04120504800823",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,0.25,,0,0,,,,10-1156-L,"201205048",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,0.25
"MULTILINESTRING ((116.495088322016 39.7627696536796,116.495088326805 39.7627719055425))","2252873",2253774,,"00720120504800703001","04120504800826",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,0.25,,0,0,,,,10-1156-L,"201205048",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,0.25
"MULTILINESTRING ((116.495088326805 39.7627719055425,116.495124346758 39.7627727555644))","2252872",2253773,,"00720120504800704001","04120504800827",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,3.1,,0,0,,,,10-1156-L,"201205048",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,3.09998790341755
"MULTILINESTRING ((116.495124346758 39.7627727555644,116.495127846609 39.7628549077027))","2248148",2249048,,"00720120504800706001","04120504800828",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,9.126,,0,0,,,,10-1156-L,"201205048",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,9.12648234483993
"MULTILINESTRING ((116.495127846609 39.7628549077027,116.495168259844 39.7628550638572))","2248147",2249047,,"00720120504800707001","04120504800804",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,114,0,3.476,,0,29.34,,,,10-1156-L,"201205048",,"20160317144554",,实测,,,DN100,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,3.47618641596969
"MULTILINESTRING ((116.494226602721 39.7625549962604,116.494229529131 39.7626303681749))","2264116",2265019,,"00720120504800586001","04120504801012",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,8.372,,0,0,,,,10-1156-L,"201205048",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,8.37238347088145
"MULTILINESTRING ((116.494403764528 39.7624890744404,116.494417669473 39.76248902579))","2252515",2253415,,"00720120504800617001","04120504801085",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,168,0,1.196,,29.43,29.43,,,,10-1156-L,"201205048",,"20160317144554",,实测,,,DN150,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,1.19600041759088
"MULTILINESTRING ((116.494095221088 39.7625530903887,116.494095225845 39.7625553422521))","2270304",2271210,,"00720120504800571001","04120504801004",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,0.25,,0,0,,,,10-1156-L,"201205048",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,0.25
"MULTILINESTRING ((116.494071998224 39.7625562040668,116.494095225845 39.7625553422521))","2270569",2271475,,"00720120504800569001","04120504801005",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,2,,0,0,,,,10-1156-L,"201205048",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,1.99980724034227
"MULTILINESTRING ((116.494183023668 39.762630326642,116.494229529131 39.7626303681749))","2271212",2272118,,"00720120504800581001","04120504800992",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,168,0,4,,0,0,,,,10-1156-L,"201205048",,"20160317144554",,实测,,,DN150,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,4.00008449911097
"MULTILINESTRING ((116.494136382738 39.7625551718166,116.494159636011 39.7625554538245))","2271806",2272712,,"00720120504800575001","04120504801008",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,2,,0,0,,,,10-1156-L,"201205048",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,2.00044095137858
"MULTILINESTRING ((116.49413637798 39.7625529199532,116.494136382738 39.7625551718166))","2271807",2272713,,"00720120504800574001","04120504801007",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,0.25,,0,0,,,,10-1156-L,"201205048",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,0.25
"MULTILINESTRING ((116.494249849991 39.7625524498888,116.494249854752 39.7625547017523))","2272042",2272948,,"00720120504800592001","04120504801010",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,0.25,,0,0,,,,10-1156-L,"201205048",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,0.25
"MULTILINESTRING ((116.494159636011 39.7625554538245,116.494183023668 39.762630326642))","2273346",2274252,,"00720120504800577001","04120504801009",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,8.559,,0,0,,,,10-1156-L,"201205048",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,8.55945868525296
"MULTILINESTRING ((116.494291011574 39.7625545311987,116.494314253677 39.762555047382))","2273427",2274333,,"00720120504800598001","04120504801014",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,2,,0,0,,,,10-1156-L,"201205048",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,2.00015624373213
"MULTILINESTRING ((116.494291006812 39.7625522793353,116.494291011574 39.7625545311987))","2273428",2274334,,"00720120504800597001","04120504801013",低压 P<=0.01MPa,低压 P<=0.01MPa,钢管,0,60,0,0.25,,0,0,,,,10-1156-L,"201205048",,"20160317144554",,实测,,,DN50,,四分运行维护一所,大兴区,1899/12/30 00:00:00.000,"23322",,,,0.25
